z	Hz	Hrz	diff	
0.0722080901839	0.000121907160072	0.000121678125549	8.96631187646e-07	
0.081113083079	0.000137226339455	0.000136968322363	9.04889605855e-07	
0.0911162756115	0.000154555838161	0.000154265336935	9.15208470684e-07	
0.10235310219	0.000174195801579	0.00017386887145	9.28072385365e-07	
0.11497569954	0.000196506552358	0.000196138750551	9.4406519341e-07	
0.129154966501	0.000221926808964	0.00022151313261	9.63883624078e-07	
0.14508287785	0.000250999621298	0.000250534436999	9.8835020776e-07	
0.162975083462	0.000284410117456	0.000283887081278	1.01842459409e-06	
0.18307382803	0.000323041789454	0.000322453755926	1.05521259214e-06	
0.205651230835	0.000368062743215	0.000367401661701	1.09997279201e-06	
0.231012970008	0.000421062075241	0.000420318871892	1.15412156734e-06	
0.25950242114	0.000484273598422	0.00048343804197	1.2192385273e-06	
0.291505306283	0.000560959403877	0.000560019954159	1.29707588534e-06	
0.327454916288	0.000656103756623	0.000655047396958	1.38957649721e-06	
0.367837977183	0.000777755217546	0.000776567278893	1.49890637653e-06	
0.413201240012	0.000939853738247	0.000938517743151	1.627508523e-06	
0.464158883361	0.00116889573053	0.00116739334887	1.77818654238e-06	
0.5214008288	0.00152230610874	0.00152061755062	1.95422996163e-06	
0.585702081806	0.00215248945388	0.0021505957094	2.15960018944e-06	
0.657933224658	0.00364305480855	0.00364095104559	2.39920955777e-06	
0.739072203353	0.0122240735773	0.0122220075567	2.67934494031e-06	
0.830217568132	0.00819927934499	0.00820226291914	3.00847237021e-06	
0.932603346883	0.00288779612328	0.00289109630247	3.3981571803e-06	
1.04761575279	0.00162714751839	0.0016308908239	3.86565563279e-06	
1.17681195243	0.00101931817716	0.00102361482556	4.43805820367e-06	
1.32194114847	0.0006109995365	0.000615988726573	5.16210528801e-06	
1.48496826225	0.000238635629785	0.000244474128699	6.12894645109e-06	
1.6681005372	0.000290833091345	0.000283406006638	7.55127603399e-06	
1.87381742286	0.00220641956343	0.00219709416284	1.00962035143e-05	
